auction_id,round,market_number,market_name,category,round_opening_price,round_clock_price,aggregate_demand,posted_price,next_round_clock_price,bidding_units,supply,population
107,1,PEA034,"Fresno, CA",BC,1006000,1006000,15,1006000,1107000,50300,9,1676476
107,1,PEA035,"Austin, TX",A,977000,977000,19,977000,1075000,48900,5,1628809
107,1,PEA035,"Austin, TX",BC,977000,977000,11,977000,1075000,48900,9,1628809
107,1,PEA036,"New Orleans, LA",A,973000,973000,14,973000,1071000,48700,5,1622143
107,1,PEA036,"New Orleans, LA",BC,973000,973000,16,973000,1071000,48700,9,1622143
107,1,PEA037,"Columbus, OH",A,950000,950000,14,950000,1045000,47500,5,1582917
107,1,PEA037,"Columbus, OH",BC,950000,950000,11,950000,1045000,47500,9,1582917
107,1,PEA038,"Milwaukee, WI",A,934000,934000,14,934000,1028000,46700,5,1555908
107,1,PEA038,"Milwaukee, WI",BC,934000,934000,11,934000,1028000,46700,9,1555908
107,1,PEA039,"Oklahoma City, OK",A,868000,868000,14,868000,955000,43400,5,1446527
107,1,PEA039,"Oklahoma City, OK",BC,868000,868000,12,868000,955000,43400,9,1446527
107,1,PEA040,"Birmingham, AL",A,840000,840000,10,840000,924000,42000,5,1399686
107,1,PEA040,"Birmingham, AL",BC,840000,840000,7,840000,924000,42000,9,1399686
107,1,PEA041,"Syracuse, NY",A,823000,823000,10,823000,906000,41200,5,1371959
107,1,PEA041,"Syracuse, NY",BC,823000,823000,7,823000,906000,41200,9,1371959
107,1,PEA043,"Charlotte, NC",A,796000,796000,10,796000,876000,39800,5,1327006
107,1,PEA043,"Charlotte, NC",BC,796000,796000,7,796000,876000,39800,9,1327006
107,1,PEA044,"Rochester, NY",A,790000,790000,10,790000,869000,39500,5,1316146
107,1,PEA044,"Rochester, NY",BC,790000,790000,7,790000,869000,39500,9,1316146
107,1,PEA045,"Raleigh, NC",A,781000,781000,10,781000,860000,39100,5,1302381
107,1,PEA045,"Raleigh, NC",BC,781000,781000,7,781000,860000,39100,9,1302381
107,1,PEA046,"Little Rock, AR",A,765000,765000,10,765000,842000,38300,5,1275690
107,1,PEA046,"Little Rock, AR",BC,765000,765000,9,765000,842000,38300,9,1275690
107,1,PEA047,"Brownsville, TX",A,758000,758000,14,758000,834000,37900,5,1264091
107,1,PEA047,"Brownsville, TX",BC,758000,758000,13,758000,834000,37900,9,1264091
107,1,PEA048,"Harrisburg, PA",A,746000,746000,10,746000,821000,37300,5,1244058
107,1,PEA048,"Harrisburg, PA",BC,746000,746000,8,746000,821000,37300,9,1244058
107,1,PEA049,"Albany, NY",A,734000,734000,10,734000,808000,36700,5,1222542
107,1,PEA049,"Albany, NY",BC,734000,734000,7,734000,808000,36700,9,1222542
107,1,PEA050,"Greenville, SC",A,733000,733000,10,733000,807000,36600,5,1220968
107,1,PEA050,"Greenville, SC",BC,733000,733000,12,733000,807000,36600,9,1220968
107,1,PEA051,"Louisville, KY",ABC,143000,143000,25,143000,158000,7200,14,1194260
107,1,PEA052,"Charleston, WV",ABC,143000,143000,17,143000,158000,7200,14,1191822
107,1,PEA053,"Tucson, AZ",ABC,139000,139000,21,139000,153000,7000,14,1159029
107,1,PEA054,"Buffalo, NY",ABC,136000,136000,26,136000,150000,6800,14,1135509
107,1,PEA055,"Huntsville, AL",ABC,133000,133000,17,133000,147000,6600,14,1105409
107,1,PEA056,"Kalamazoo, MI",ABC,131000,131000,16,131000,145000,6600,14,1095827
107,1,PEA057,"Richmond, VA",ABC,130000,130000,22,130000,143000,6500,14,1080661
107,1,PEA058,"Bloomington, IN",ABC,128000,128000,23,128000,141000,6400,14,1069729
107,1,PEA059,"Memphis, TN",ABC,125000,125000,25,125000,138000,6200,14,1039627
107,1,PEA060,"Manchester, NH",ABC,123000,123000,15,123000,136000,6200,14,1025620
107,1,PEA061,"Toledo, OH",ABC,123000,123000,14,123000,136000,6100,14,1023081
107,1,PEA062,"Dayton, OH",ABC,122000,122000,17,122000,135000,6100,14,1019932
107,1,PEA063,"Tulsa, OK",ABC,116000,116000,18,116000,128000,5800,14,969078
107,1,PEA064,"South Bend, IN",ABC,114000,114000,25,114000,126000,5700,14,954029
107,1,PEA065,"Cape Coral, FL",ABC,113000,113000,30,113000,125000,5600,14,940274
107,1,PEA066,"Lansing, MI",ABC,111000,111000,25,111000,123000,5500,14,922885
107,1,PEA067,"Sarasota, FL",ABC,108000,108000,36,108000,119000,5400,14,897121
107,1,PEA068,"Grand Rapids, MI",ABC,104000,104000,17,104000,115000,5200,14,866423
107,1,PEA069,"Springfield, MA",ABC,103000,103000,27,103000,114000,5200,14,861286
107,1,PEA070,"Eugene, OR",ABC,103000,103000,28,103000,114000,5200,14,859318
107,1,PEA071,"Knoxville, TN",ABC,100000,100000,17,100000,110000,5000,14,837142
107,1,PEA072,"Tallahassee, FL",ABC,96000,96000,21,96000,106000,4800,14,801642
107,1,PEA073,"El Paso, TX",ABC,96000,96000,30,96000,106000,4800,14,800647
107,1,PEA074,"Chattanooga, TN",ABC,96000,96000,14,96000,106000,4800,14,797154
107,1,PEA075,"Albuquerque, NM",ABC,95000,95000,40,95000,105000,4800,14,794125
107,1,PEA076,"Reno, NV",ABC,94000,94000,21,94000,104000,4700,14,786501
107,1,PEA077,"Portland, ME",ABC,94000,94000,17,94000,104000,4700,14,784594
107,1,PEA078,"Greensboro, NC",ABC,94000,94000,30,94000,104000,4700,14,781289
107,1,PEA079,"Hattiesburg, MS",ABC,94000,94000,26,94000,104000,4700,14,780833
107,1,PEA080,"Omaha, NE",ABC,92000,92000,15,92000,102000,4600,14,769108
107,1,PEA081,"Saginaw, MI",ABC,92000,92000,16,92000,102000,4600,14,767362
107,1,PEA082,"Baton Rouge, LA",ABC,91000,91000,18,91000,101000,4500,14,756008
107,1,PEA083,"Fort Wayne, IN",ABC,90000,90000,14,90000,99000,4500,14,748680
107,1,PEA084,"Mobile, AL",ABC,87000,87000,17,87000,96000,4300,14,724956
107,1,PEA085,"Charleston, SC",ABC,84000,84000,30,84000,93000,4200,14,703499
107,1,PEA086,"Frankfort, KY",ABC,82000,82000,21,82000,91000,4100,14,685317
107,1,PEA087,"Pensacola, FL",ABC,82000,82000,24,82000,91000,4100,14,684856
107,1,PEA088,"Frederick, MD",ABC,81000,81000,14,81000,90000,4100,14,678674
107,1,PEA089,"Columbia, SC",ABC,78000,78000,17,78000,86000,3900,14,646895
107,1,PEA090,"Jackson, MS",ABC,78000,78000,26,78000,86000,3900,14,646279
107,1,PEA091,"Colorado Springs, CO",ABC,77000,77000,19,77000,85000,3900,14,645613
107,1,PEA092,"Decatur, IL",ABC,77000,77000,19,77000,85000,3900,14,644865
107,1,PEA093,"Lafayette, LA",ABC,77000,77000,19,77000,85000,3800,14,638768
107,1,PEA094,"Waco, TX",ABC,77000,77000,32,77000,85000,3800,14,638395
107,1,PEA095,"Bluefield, WV",ABC,76000,76000,19,76000,84000,3800,14,631120
107,1,PEA096,"Richmond, KY",ABC,74000,74000,27,74000,82000,3700,14,620049
107,1,PEA097,"Mankato, MN",ABC,74000,74000,17,74000,82000,3700,14,617663
107,1,PEA098,"Johnson City, TN",ABC,73000,73000,19,73000,81000,3700,14,609299
107,1,PEA099,"Tupelo, MS",ABC,72000,72000,26,72000,80000,3600,14,599462
107,1,PEA100,"Greenville, NC",ABC,69000,69000,14,69000,76000,3400,14,571905
107,1,PEA101,"Wichita, KS",ABC,34000,34000,20,34000,38000,1700,14,564245
107,1,PEA102,"Grand Junction, CO",ABC,34000,34000,13,34000,38000,1700,14,562340
107,1,PEA103,"Winchester, VA",ABC,33000,33000,15,33000,37000,1700,14,556408
107,1,PEA104,"Fort Collins, CO",ABC,33000,33000,24,33000,37000,1700,14,552455
107,1,PEA105,"Augusta, GA",ABC,33000,33000,16,33000,37000,1700,14,552150
107,1,PEA106,"Zanesville, OH",ABC,33000,33000,13,33000,37000,1600,14,548017
107,1,PEA107,"Bangor, ME",ABC,33000,33000,13,33000,37000,1600,14,543767
107,1,PEA108,"Des Moines, IA",ABC,33000,33000,25,33000,37000,1600,14,543000
107,1,PEA109,"Rocky Mount, NC",ABC,32000,32000,17,32000,36000,1600,14,536809
107,1,PEA110,"Jackson, TN",ABC,32000,32000,15,32000,36000,1600,14,533539
107,1,PEA111,"Fayetteville, AR",ABC,32000,32000,22,32000,36000,1600,14,527374
107,1,PEA112,"Bowling Green, KY",ABC,32000,32000,18,32000,36000,1600,14,526621
107,1,PEA113,"Erie, PA",ABC,31000,31000,14,31000,35000,1500,14,513834
107,1,PEA114,"Morgantown, WV",ABC,31000,31000,15,31000,35000,1500,14,512830
107,1,PEA115,"Asheville, NC",ABC,31000,31000,18,31000,35000,1500,14,512200
107,1,PEA116,"Rockford, IL",ABC,31000,31000,15,31000,35000,1500,14,509762
107,1,PEA117,"La Grange, GA",ABC,30000,30000,14,30000,33000,1500,14,501771
107,1,PEA118,"Richmond, IN",ABC,30000,30000,13,30000,33000,1500,14,496850
107,1,PEA119,"Yakima, WA",ABC,30000,30000,13,30000,33000,1500,14,496571
107,1,PEA120,"Shreveport, LA",ABC,30000,30000,17,30000,33000,1500,14,492213
107,1,PEA121,"Altoona, PA",ABC,29000,29000,13,29000,32000,1500,14,490867
107,1,PEA122,"Madison, WI",ABC,29000,29000,23,29000,32000,1500,14,488073
107,1,PEA123,"Mansfield, OH",ABC,29000,29000,13,29000,32000,1500,14,486730
107,1,PEA124,"Olympia, WA",ABC,29000,29000,17,29000,32000,1400,14,482135
107,1,PEA125,"Alton, IL",ABC,29000,29000,17,29000,32000,1400,14,476174
107,1,PEA126,"Casa Grande, AZ",ABC,29000,29000,29,29000,32000,1400,14,475024
107,1,PEA127,"Evansville, IN",ABC,28000,28000,17,28000,31000,1400,14,474251
107,1,PEA128,"Macon, GA",ABC,28000,28000,14,28000,31000,1400,14,472241
107,1,PEA129,"Springfield, IL",ABC,28000,28000,13,28000,31000,1400,14,471823
107,1,PEA130,"Spokane, WA",ABC,28000,28000,17,28000,31000,1400,14,471221
107,1,PEA131,"Sanford, NC",ABC,28000,28000,17,28000,31000,1400,14,468358
107,1,PEA132,"Corpus Christi, TX",ABC,28000,28000,16,28000,31000,1400,14,467429
107,1,PEA133,"Nacogdoches, TX",ABC,28000,28000,15,28000,31000,1400,14,464704
107,1,PEA134,"Newark, OH",ABC,28000,28000,13,28000,31000,1400,14,463800
107,1,PEA135,"Beaumont, TX",ABC,28000,28000,13,28000,31000,1400,14,460666
107,1,PEA136,"Williamsport, PA",ABC,27000,27000,13,27000,30000,1400,14,454792
107,1,PEA137,"Eau Claire, WI",ABC,27000,27000,15,27000,30000,1400,14,452434
107,1,PEA138,"Burlington, VT",ABC,27000,27000,16,27000,30000,1400,14,452191
107,1,PEA139,"Hot Springs, AR",ABC,27000,27000,18,27000,30000,1300,14,443880
107,1,PEA140,"Fredericksburg, VA",ABC,26000,26000,19,26000,29000,1300,14,438705
107,1,PEA141,"Brainerd, MN",ABC,26000,26000,13,26000,29000,1300,14,435203
107,1,PEA142,"Merced, CA",ABC,26000,26000,21,26000,29000,1300,14,430256
107,1,PEA143,"Keene, NH",ABC,26000,26000,19,26000,29000,1300,14,427275
107,1,PEA144,"Paris, TX",ABC,25000,25000,17,25000,28000,1300,14,423195
107,1,PEA145,"Columbia, TN",ABC,25000,25000,14,25000,28000,1300,14,422947
107,1,PEA146,"Wilmington, NC",ABC,25000,25000,17,25000,28000,1300,14,420413
107,1,PEA147,"Salisbury, MD",ABC,25000,25000,13,25000,28000,1300,14,419355
107,1,PEA148,"Bellingham, WA",ABC,25000,25000,17,25000,28000,1200,14,412316
107,1,PEA149,"Biloxi, MS",ABC,25000,25000,22,25000,28000,1200,14,411066
107,1,PEA150,"Rolla, MO",ABC,24000,24000,15,24000,27000,1200,14,405037
107,1,PEA151,"Winston-Salem, NC",ABC,24000,24000,22,24000,27000,1200,14,398071
107,1,PEA152,"Tyler, TX",ABC,24000,24000,17,24000,27000,1200,14,397075
107,1,PEA153,"Fond du Lac, WI",ABC,24000,24000,16,24000,27000,1200,14,395357
107,1,PEA154,"Myrtle Beach, SC",ABC,24000,24000,22,24000,27000,1200,14,394573
107,1,PEA155,"Appleton, WI",ABC,24000,24000,28,24000,27000,1200,14,392660
107,1,PEA156,"Boise City, ID",ABC,24000,24000,17,24000,27000,1200,14,392365
107,1,PEA157,"Yuma, AZ",ABC,23000,23000,21,23000,26000,1200,14,390768
107,1,PEA158,"Helena, MT",ABC,23000,23000,17,23000,26000,1100,14,378009
107,1,PEA159,"Valdosta, GA",ABC,22000,22000,13,22000,25000,1100,14,373343
107,1,PEA160,"Victoria, TX",ABC,22000,22000,16,22000,25000,1100,14,371551
107,1,PEA161,"Carbondale, IL",ABC,22000,22000,13,22000,25000,1100,14,368043
107,1,PEA162,"Elizabethtown, KY",ABC,22000,22000,19,22000,25000,1100,14,364517
107,1,PEA163,"Davenport, IA",ABC,22000,22000,16,22000,25000,1100,14,363256
107,1,PEA164,"Montgomery, AL",ABC,22000,22000,13,22000,25000,1100,14,363237
107,1,PEA165,"Rome, GA",ABC,22000,22000,14,22000,25000,1100,14,362053
107,1,PEA166,"Redding, CA",ABC,22000,22000,20,22000,25000,1100,14,361652
107,1,PEA167,"Harrisonburg, VA",ABC,22000,22000,15,22000,25000,1100,14,360886
107,1,PEA168,"Peoria, IL",ABC,22000,22000,13,22000,25000,1100,14,360552
107,1,PEA169,"Goldsboro, NC",ABC,22000,22000,13,22000,25000,1100,14,358900
107,1,PEA170,"Dothan, AL",ABC,22000,22000,13,22000,25000,1100,14,358396
107,1,PEA171,"Fort Smith, AR",ABC,21000,21000,18,21000,24000,1100,14,356101
107,1,PEA172,"Duluth, MN",ABC,21000,21000,13,21000,24000,1100,14,354182
107,1,PEA173,"Blacksburg, VA",ABC,21000,21000,18,21000,24000,1100,14,352838
107,1,PEA174,"Springfield, MO",ABC,21000,21000,13,21000,24000,1100,14,352596
107,1,PEA175,"Southaven, MS",ABC,21000,21000,30,21000,24000,1000,14,349748
107,1,PEA176,"Ames, IA",ABC,21000,21000,17,21000,24000,1000,14,348248
107,1,PEA177,"Savannah, GA",ABC,21000,21000,17,21000,24000,1000,14,347611
107,1,PEA178,"Sedalia, MO",ABC,21000,21000,14,21000,24000,1000,14,346580
107,1,PEA179,"Burlington, IA",ABC,21000,21000,15,21000,24000,1000,14,346354
107,1,PEA180,"Flagstaff, AZ",ABC,21000,21000,27,21000,24000,1000,14,345454
107,1,PEA181,"Texarkana, TX",ABC,21000,21000,19,21000,24000,1000,14,343206
107,1,PEA182,"Cedar Rapids, IA",ABC,21000,21000,14,21000,24000,1000,14,342108
107,1,PEA183,"Columbia, MO",ABC,20000,20000,21,20000,22000,1000,14,340194
107,1,PEA184,"Ruston, LA",ABC,20000,20000,13,20000,22000,1000,14,338416
107,1,PEA185,"Marquette, MI",ABC,20000,20000,29,20000,22000,1000,14,335871
107,1,PEA186,"Rock Hill, SC",ABC,20000,20000,17,20000,22000,1000,14,335865
107,1,PEA187,"Pocatello, ID",ABC,20000,20000,13,20000,22000,990,14,328567
107,1,PEA188,"Jamestown, NY",ABC,20000,20000,14,20000,22000,980,14,325075
107,1,PEA189,"Alexandria, LA",ABC,19000,19000,14,19000,21000,970,14,324637
107,1,PEA190,"Bozeman, MT",ABC,19000,19000,23,19000,21000,970,14,324077
107,1,PEA191,"Petersburg, VA",ABC,19000,19000,13,19000,21000,960,14,321175
107,1,PEA192,"Fayetteville, NC",ABC,19000,19000,14,19000,21000,960,14,319431
107,1,PEA193,"Saint Joseph, MO",ABC,19000,19000,17,19000,21000,960,14,318414
107,1,PEA194,"State College, PA",ABC,19000,19000,19,19000,21000,950,14,317863
107,1,PEA195,"Lewiston, ID",ABC,19000,19000,17,19000,21000,950,14,317751
107,1,PEA196,"Cape Girardeau, MO",ABC,19000,19000,13,19000,21000,950,14,315713
107,1,PEA197,"Wheeling, WV",ABC,19000,19000,13,19000,21000,940,14,312837
107,1,PEA198,"Jonesboro, AR",ABC,19000,19000,14,19000,21000,930,14,311312
107,1,PEA199,"Dalton, GA",ABC,19000,19000,15,19000,21000,930,14,310645
107,1,PEA200,"Danville, VA",ABC,19000,19000,18,19000,21000,930,14,310385
107,1,PEA201,"Eagle Pass, TX",ABC,18000,18000,17,18000,20000,910,14,304111
107,1,PEA202,"Columbus, GA",ABC,18000,18000,13,18000,20000,910,14,303722
107,1,PEA203,"Traverse City, MI",ABC,18000,18000,20,18000,20000,910,14,303041
107,1,PEA204,"Owensboro, KY",ABC,18000,18000,19,18000,20000,900,14,301206
107,1,PEA205,"Douglas City, CA",ABC,18000,18000,21,18000,20000,900,14,300915
107,1,PEA206,"Wenatchee, WA",ABC,18000,18000,13,18000,20000,900,14,300767
107,1,PEA207,"Brunswick, GA",ABC,18000,18000,14,18000,20000,900,14,298749
107,1,PEA208,"Salisbury, NC",ABC,18000,18000,23,18000,20000,890,14,297865
107,1,PEA209,"Green Bay, WI",ABC,18000,18000,30,18000,20000,890,14,296366
107,1,PEA210,"Binghamton, NY",ABC,18000,18000,13,18000,20000,890,14,295081
107,1,PEA211,"Ardmore, OK",ABC,18000,18000,21,18000,20000,880,14,291829
107,1,PEA213,"Bend, OR",ABC,17000,17000,22,17000,19000,870,14,289034
107,1,PEA214,"Lincoln, NE",ABC,17000,17000,18,17000,19000,860,14,285407
107,1,PEA215,"Hickory, NC",ABC,17000,17000,19,17000,19000,850,14,282468
107,1,PEA216,"Joplin, MO",ABC,17000,17000,14,17000,19000,840,14,280505
107,1,PEA217,"Lubbock, TX",ABC,17000,17000,22,17000,19000,840,14,278831
107,1,PEA218,"Wausau, WI",ABC,17000,17000,28,17000,19000,840,14,278831
107,1,PEA219,"Mason City, IA",ABC,17000,17000,13,17000,19000,830,14,277029
107,1,PEA220,"Odessa, TX",ABC,16000,16000,21,16000,18000,820,14,274002
107,1,PEA221,"Laredo, TX",ABC,16000,16000,13,16000,18000,810,14,269622
107,1,PEA222,"Morristown, TN",ABC,16000,16000,13,16000,18000,810,14,268978
107,1,PEA223,"Dubuque, IA",ABC,16000,16000,18,16000,18000,790,14,264752
107,1,PEA224,"De Kalb, IL",ABC,15000,15000,16,15000,17000,770,14,257786
107,1,PEA225,"La Crosse, WI",ABC,15000,15000,14,15000,17000,770,14,257376
107,1,PEA226,"Lima, OH",ABC,15000,15000,13,15000,17000,770,14,256337
107,1,PEA227,"Watertown, NY",ABC,15000,15000,13,15000,17000,770,14,255260
107,1,PEA228,"Roanoke, VA",ABC,15000,15000,13,15000,17000,760,14,252548
107,1,PEA229,"Saint George, UT",ABC,15000,15000,22,15000,17000,760,14,252481
107,1,PEA230,"Lumberton, NC",ABC,15000,15000,13,15000,17000,760,14,252467
107,1,PEA231,"Fremont, NE",ABC,15000,15000,18,15000,17000,750,14,249287
107,1,PEA232,"Topeka, KS",ABC,15000,15000,18,15000,17000,740,14,245402
107,1,PEA233,"Shelby, NC",ABC,15000,15000,19,15000,17000,730,14,244153
107,1,PEA234,"Lexington, NC",ABC,15000,15000,18,15000,17000,730,14,242524
107,1,PEA235,"Amarillo, TX",ABC,15000,15000,17,15000,17000,730,14,241798
107,1,PEA236,"Grand Island, NE",ABC,14000,14000,18,14000,16000,720,14,240913
107,1,PEA237,"Hinesville, GA",ABC,14000,14000,13,14000,16000,720,14,240344
107,1,PEA238,"Florence, SC",ABC,14000,14000,15,14000,16000,720,14,239989
107,1,PEA239,"Kannapolis, NC",ABC,14000,14000,14,14000,16000,720,14,238596
107,1,PEA240,"Charlottesville, VA",ABC,14000,14000,14,14000,16000,700,14,234712
107,1,PEA241,"Dublin, GA",ABC,14000,14000,14,14000,16000,700,14,233302
107,1,PEA242,"Lake Charles, LA",ABC,14000,14000,14,14000,16000,690,14,231201
107,1,PEA243,"Paducah, KY",ABC,14000,14000,14,14000,16000,690,14,230924
107,1,PEA244,"Manhattan, KS",ABC,14000,14000,22,14000,16000,690,14,230920
107,1,PEA245,"West Plains, MO",ABC,14000,14000,13,14000,16000,690,14,229798
107,1,PEA246,"Auburn, AL",ABC,14000,14000,17,14000,16000,690,14,228786
107,1,PEA247,"Nampa, ID",ABC,14000,14000,13,14000,16000,680,14,227487
107,1,PEA248,"Sumter, SC",ABC,13000,13000,15,13000,15000,670,14,223344
107,1,PEA249,"Bryan, TX",ABC,13000,13000,17,13000,15000,660,14,221455
107,1,PEA250,"Las Cruces, NM",ABC,13000,13000,33,13000,15000,660,14,221221
107,1,PEA251,"Salina, KS",ABC,13000,13000,21,13000,15000,660,14,219945
107,1,PEA252,"Sioux City, IA",ABC,13000,13000,13,13000,15000,650,14,218063
107,1,PEA253,"Baraboo, WI",ABC,13000,13000,13,13000,15000,650,14,216417
107,1,PEA254,"Merrill, WI",ABC,13000,13000,19,13000,15000,650,14,216161
107,1,PEA255,"Greenville, MS",ABC,13000,13000,23,13000,15000,640,14,214872
107,1,PEA256,"Lynchburg, VA",ABC,13000,13000,13,13000,15000,640,14,213977
107,1,PEA257,"Cheyenne, WY",ABC,13000,13000,34,13000,15000,640,14,213445
107,1,PEA258,"Cullman, AL",ABC,13000,13000,13,13000,15000,630,14,210229
107,1,PEA259,"Roswell, NM",ABC,13000,13000,18,13000,15000,630,14,209606
107,1,PEA260,"Alpena, MI",ABC,13000,13000,20,13000,15000,630,14,208861
107,1,PEA261,"Fargo, ND",ABC,13000,13000,13,13000,15000,630,14,208777
