auction_id,round,bidder,frn,region,market_number,market_name,assignment_category,assignment_category_name,winnings,option,assignment_round_bid,random_number,clock_payment
107,42,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,4,A3.A4.A5.B1,135190,8638722,4117080
107,42,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,4,A2.A3.A4.A5,127680,9769188,4117080
107,42,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,4,A1.A2.A3.A4,0,12737930,4117080
107,42,Cellco Partnership,0003290673,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,9,B1.B2.B3.B4.B5.C1.C2.C3.C4,0,10811244,9263430
107,42,Cellco Partnership,0003290673,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,9,A5.B1.B2.B3.B4.B5.C1.C2.C3,0,11897655,9263430
107,42,Cellco Partnership,0003290673,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,9,A4.A5.B1.B2.B3.B4.B5.C1.C2,0,1618431,9263430
107,42,Cellco Partnership,0003290673,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,9,A3.A4.A5.B1.B2.B3.B4.B5.C1,96700,4607871,9263430
107,42,Cellco Partnership,0003290673,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,9,A2.A3.A4.A5.B1.B2.B3.B4.B5,96700,4523218,9263430
107,42,Cellco Partnership,0003290673,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,9,A1.A2.A3.A4.A5.B1.B2.B3.B4,200096700,1305467,9263430
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,C4,0,1029722,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,C3,0,676005,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,C2,0,2812957,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,C1,0,2709756,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,B5,0,13429836,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,B4,0,7078937,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,B3,0,4647232,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,B2,0,8683044,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,B1,0,3941681,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,A5,0,15269241,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,A4,0,7693960,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,A3,0,3704126,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,A2,1110,12212085,1029270
107,42,"LICT Wireless Broadband Company, LLC",0025243858,REAG 5,PEA375;PEA404,"Deming, NM;Kanab, UT",ABC,Assignment,1,A1,1110,3012639,1029270
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,C2.C3.C4,143300,10377908,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,C1.C2.C3,2149350,7574651,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B5.C1.C2,2865800,10730173,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B4.B5.C1,2865800,7870596,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B3.B4.B5,2865800,1917396,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B2.B3.B4,2865800,5735077,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B1.B2.B3,2865800,6793067,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A5.B1.B2,2865800,5079959,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A4.A5.B1,2865800,1543684,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A3.A4.A5,2865800,16424186,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A2.A3.A4,2579200,6699755,8292000
107,41,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A1.A2.A3,0,881741,8292000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,B2.B3.B4.B5.C1.C2.C3.C4,0,10665698,22112000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,B1.B2.B3.B4.B5.C1.C2.C3,0,8577436,22112000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,A5.B1.B2.B3.B4.B5.C1.C2,180110,6711035,22112000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,A4.A5.B1.B2.B3.B4.B5.C1,180110,16718088,22112000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,A3.A4.A5.B1.B2.B3.B4.B5,180110,16130812,22112000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,A2.A3.A4.A5.B1.B2.B3.B4,180110,2581025,22112000
107,41,Cellco Partnership,0003290673,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,8,A1.A2.A3.A4.A5.B1.B2.B3,200180110,11737027,22112000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,C2.C3.C4,10000010,7309493,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,C1.C2.C3,10010,5787046,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B5.C1.C2,5010,6837662,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B4.B5.C1,0,16456018,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B3.B4.B5,0,16228891,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B2.B3.B4,0,16219471,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,B1.B2.B3,0,11702223,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A5.B1.B2,0,14449734,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A4.A5.B1,0,3737173,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A3.A4.A5,0,7973464,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A2.A3.A4,0,4730667,8292000
107,41,United States Cellular Corporation,0004372322,REAG 5,PEA317,"Beatrice, NE",ABC,Assignment,3,A1.A2.A3,0,13793677,8292000
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,C1.C2.C3.C4,5520,12427445,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,B5.C1.C2.C3,38610,12158867,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,B4.B5.C1.C2,82740,14991703,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,B3.B4.B5.C1,82740,8647170,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,B2.B3.B4.B5,104800,14420997,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,B1.B2.B3.B4,110320,11149129,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,A5.B1.B2.B3,110320,7876853,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,A4.A5.B1.B2,110320,10787401,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,A3.A4.A5.B1,99290,2079084,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,A2.A3.A4.A5,93770,13624750,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,4,A1.A2.A3.A4,0,9871777,1105264
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,C1.C2.C3.C4,8050,9276901,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,B5.C1.C2.C3,56360,3242882,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,B4.B5.C1.C2,120770,5661181,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,B3.B4.B5.C1,120770,16104821,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,B2.B3.B4.B5,152970,8949698,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,B1.B2.B3.B4,161030,796662,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,A5.B1.B2.B3,161030,6104885,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,A4.A5.B1.B2,161030,11970245,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,A3.A4.A5.B1,144920,7084983,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,A2.A3.A4.A5,136870,2387919,6247200
107,40,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,4,A1.A2.A3.A4,0,4352302,6247200
107,40,Cellco Partnership,0003290673,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,9,B1.B2.B3.B4.B5.C1.C2.C3.C4,0,5443437,2486844
107,40,Cellco Partnership,0003290673,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,9,A5.B1.B2.B3.B4.B5.C1.C2.C3,0,5983462,2486844
107,40,Cellco Partnership,0003290673,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,9,A4.A5.B1.B2.B3.B4.B5.C1.C2,0,1336905,2486844
107,40,Cellco Partnership,0003290673,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,9,A3.A4.A5.B1.B2.B3.B4.B5.C1,17050,9488013,2486844
107,40,Cellco Partnership,0003290673,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,9,A2.A3.A4.A5.B1.B2.B3.B4.B5,17050,11171163,2486844
107,40,Cellco Partnership,0003290673,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,9,A1.A2.A3.A4.A5.B1.B2.B3.B4,50000000,3546077,2486844
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,B2.B3.B4.B5.C1.C2.C3.C4,0,6595081,12494400
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,B1.B2.B3.B4.B5.C1.C2.C3,0,14889649,12494400
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,A5.B1.B2.B3.B4.B5.C1.C2,125540,8861529,12494400
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,A4.A5.B1.B2.B3.B4.B5.C1,125540,4264957,12494400
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,A3.A4.A5.B1.B2.B3.B4.B5,125540,1460892,12494400
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,A2.A3.A4.A5.B1.B2.B3.B4,125540,4622853,12494400
107,40,Cellco Partnership,0003290673,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,8,A1.A2.A3.A4.A5.B1.B2.B3,176216070,7756986,12494400
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,C4,0,9757773,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,C3,0,6827048,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,C2,0,3823468,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,C1,0,8488855,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,B5,0,4667321,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,B4,0,16466655,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,B3,0,2492056,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,B2,0,10648428,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,B1,0,9899593,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,A5,0,6550235,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,A4,0,16120785,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,A3,0,4045296,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,A2,0,8217958,276316
107,40,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA386,"Barnwell, SC",ABC,Assignment,1,A1,0,1914755,276316
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,C3.C4,0,3174275,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,C2.C3,0,1000935,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,C1.C2,0,8104833,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,B5.C1,0,1937667,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,B4.B5,0,12495276,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,B3.B4,0,7149743,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,B2.B3,0,11074124,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,B1.B2,0,16684567,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,A5.B1,0,2083654,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,A4.A5,0,6545367,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,A3.A4,0,7004470,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,A2.A3,0,9218600,3123600
107,40,Union Telephone Company,0001630201,REAG 5,PEA316,"Rock Springs, WY",ABC,Assignment,2,A1.A2,0,2115766,3123600
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,C1.C2.C3.C4,20200,16338126,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,B5.C1.C2.C3,141400,6216148,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,B4.B5.C1.C2,303010,5434348,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,B3.B4.B5.C1,303010,8768850,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,B2.B3.B4.B5,383810,5655498,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,B1.B2.B3.B4,404010,7059967,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,A5.B1.B2.B3,404010,1830030,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,A4.A5.B1.B2,404010,7020660,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,A3.A4.A5.B1,363610,1710284,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,A2.A3.A4.A5,343410,3598047,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,A1.A2.A3.A4,0,16618785,14826800
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,C1.C2.C3.C4,6780,2201008,3180400
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,B5.C1.C2.C3,47480,8962783,3180400
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,B4.B5.C1.C2,101740,9201688,3180400
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,B3.B4.B5.C1,101740,9183277,3180400
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,B2.B3.B4.B5,128870,6651375,3180400
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,B1.B2.B3.B4,135650,16446945,3180400
